Word,L2.Val.Mean,L2.Val.SD,L2.Val.N,L2.Aro.Mean,L2.Aro.SD,L2.Aro.N,L1.Val.Mean,L1.Val.SD,L1.Val.N,L1.Val.Mean.Young,L1.Val.SD.Young,L1.Val.N.Young,L1.Aro.Mean,L1.Aro.SD,L1.Aro.N,L1.Aro.Mean.Young,L1.Aro.SD.Young,L1.Aro.N.Young,Freq
submarine,5.27,1.54,79,5.43,1.9,74,6,1.37,19,5.71,1.7,7,4.24,2.3,21,5.29,2.56,7,362
submit,5.12,1.36,16,4.88,1.61,26,3.9,1.77,20,3.42,1.51,12,3.91,2.31,23,3.62,2.33,16,282
substantial,5.32,1.67,76,4.75,1.81,71,6.14,1.52,22,6.17,1.95,12,5,2.54,19,4.3,2.06,10,182
substitute,4.84,1.61,37,4.15,1.61,48,4.91,1.28,23,4.58,1.56,12,3.59,2.06,22,3.18,1.78,11,238
subtle,5.32,1.57,34,3.98,1.9,44,5.62,1.8,21,6.33,2.24,9,3.37,2.34,19,3.75,2.25,8,354
success,7.43,1.34,14,NA,NA,NA,7.49,1.55,41,7.45,1.43,20,5.8,2.54,41,5.17,2.69,23,1390
suction,4.51,1.66,68,4.62,1.75,63,4.25,1.71,20,4.12,1.73,8,3.81,2.5,21,4.1,2.73,10,287
sue,3.71,1.9,14,NA,NA,NA,2.18,1.22,22,2.17,1.27,12,6.15,2.46,20,6.22,2.17,9,1498
sufficient,NA,NA,NA,5.81,2.18,21,6.1,1.61,21,6.08,1.88,12,3.17,2.65,24,3.8,2.97,10,243
suggest,5.16,1.4,81,4.79,1.75,75,5.55,1.53,22,5.67,1.87,12,3.75,2.07,20,4.22,1.99,9,2001
suggestion,5.73,1.83,15,5.24,2.08,17,5.79,1.65,19,5.86,0.9,7,4.18,2.22,22,4.9,2.13,10,622
suit,6.22,1.54,60,5.31,2.21,58,5.89,1.97,18,6,1.61,11,3.05,2.04,20,2.56,2.13,9,3499
suitable,6.73,1.94,15,4.12,2.18,17,5.7,1.13,20,5.86,1.21,7,3,2.1,20,4.71,2.06,7,247
suitcase,5.73,1.76,59,5.16,2.25,57,5.25,1.62,20,4.56,1.42,9,3.24,2.07,21,4.08,1.98,13,683
suite,6.3,1.58,37,5.08,2.19,48,7.05,1.72,19,7.56,1.67,9,3.61,2.02,23,4,2.21,10,849
sum,NA,NA,NA,4.95,2.21,20,5.71,1.95,21,5.5,3.42,4,3.1,1.81,21,3,1.94,10,523
summon,5.14,2.32,14,NA,NA,NA,5.58,1.57,19,5.56,2.19,9,4.67,2.46,24,4.83,2.52,12,197
sun,7.58,1.71,36,5.92,2.18,49,6.92,1.89,40,7.35,1.9,20,4.64,2.54,47,4.82,2.57,28,3553
sunshine,7.54,1.85,37,6.06,2.57,48,8.14,1.13,22,7.92,1.24,12,5.32,3.11,19,3.9,2.6,10,604
super,6.78,1.48,27,5.39,2.29,33,7.05,1.65,19,7,1.8,9,4.25,2.49,20,5,3.11,7,1336
superb,7.62,1.56,13,7.18,1.47,17,7,1.72,22,7.2,1.69,10,4.33,2.69,21,4,2.57,11,147
superficial,NA,NA,NA,4.53,2.44,19,3.79,2.3,19,4.22,2.99,9,4.2,1.82,20,5,2,7,148
supermarket,6.56,1.48,27,5.33,2.22,33,6.37,1.95,19,6.22,2.33,9,4.65,2.06,23,4.6,1.96,10,255
supernatural,5.57,2.11,58,6.47,2.27,57,6.05,2.11,21,6.75,2.63,4,5.9,1.95,21,6.5,2.17,10,225
superstition,NA,NA,NA,4.67,2.43,18,4.84,1.64,19,4.71,1.8,7,6.14,2.2,21,6.29,2.56,7,105
superstitious,4.13,2.17,15,4.85,1.79,27,4.75,1.68,20,4.55,1.37,11,5.95,2.56,21,6,2.07,8,175
supervision,5.29,1.73,14,NA,NA,NA,4.26,1.33,19,3.43,1.62,7,5.05,1.86,21,4.14,1.86,7,126
supervisor,NA,NA,NA,4.86,1.8,21,4.28,1.84,18,3.8,0.84,5,4.05,2.26,20,4.14,2.73,7,304
supper,7.17,1.66,36,5.17,2.14,47,6.72,1.81,18,6.14,2.19,7,3.6,2.6,20,3,2.45,9,988
suppose,4.56,1.26,16,4.58,1.68,26,5.27,1.08,22,5,0.96,14,3.33,2.03,21,3,2.06,9,6416
sure,6.25,2.18,16,4.67,2.32,27,6.64,2.13,22,6.36,2.31,14,3.48,2.25,21,3.11,2.09,9,56091
surf,7.14,1.41,14,NA,NA,NA,6.05,1.67,20,6.11,1.96,9,5.57,1.96,21,5.31,2.1,13,324
surgeon,4.96,1.81,27,5.29,2.03,28,5.05,2.01,20,4.45,2.21,11,5.78,2.39,23,6.06,2.38,16,838
surprised,NA,NA,NA,6.82,2.15,22,6.57,2.2,21,8.25,1.5,4,5.95,2.64,21,6.2,2.7,10,2808
survey,3.86,1.92,14,3.85,1.61,27,5.55,1.05,20,5.36,0.67,11,3.68,2.21,22,3.22,1.79,9,227
sushi,8.29,1.82,14,NA,NA,NA,6.25,2.77,20,6.36,2.5,11,5.84,2.52,19,4.91,2.74,11,222
suspense,4.87,2.2,82,5.76,2.34,76,5.26,2,19,4.67,1.75,6,5.84,2.39,19,5.29,3.15,7,114
suspension,3.12,2.2,56,4.61,2.3,54,4.35,1.42,20,5.29,1.38,7,4.57,2.36,21,4.71,2.56,7,222
suspicion,3.4,1.75,35,6,1.61,46,3.33,1.52,24,2.75,0.71,8,6.04,2.23,23,6.33,1.73,9,373
suspicious,3.47,1.88,58,5.27,2.14,56,3.48,1.5,21,2.75,0.96,4,5,2.64,42,5.06,2.86,18,815
swab,4.18,1.6,50,4.4,1.33,48,4.7,1.75,20,4.6,1.43,10,2.56,1.29,18,2.8,1.14,10,121
swallow,5.71,1.82,14,NA,NA,NA,5.57,1.54,21,5.71,1.98,7,3.78,2.54,23,4.09,2.43,11,649
swamp,NA,NA,NA,5.13,2.36,15,4.42,2.29,19,4.6,2.01,10,3.33,2.06,18,3.6,1.9,10,458
sweat,5.15,2.27,27,5.45,2.5,33,4.38,2.36,21,4.85,2.64,13,5.1,2.45,20,5.33,2.39,12,1115
sweaty,3.94,2.45,36,4.75,1.93,48,3.95,1.91,21,4.12,2.17,8,4.78,2.73,23,4.78,3.19,9,226
sweetheart,8.03,1.45,60,7.1,2.18,58,7.84,1.77,19,8,1.26,6,5.39,2.4,18,4.8,2.44,10,3272
sweetness,7.05,2.12,37,5.44,2.28,48,7.37,1.54,19,7.09,1.87,11,4.37,3.02,19,4.5,2.99,10,167
swell,5.29,2.05,14,NA,NA,NA,5.05,1.78,19,5,1.77,8,4.56,2.01,18,4.57,1.99,7,1061
swift,5.45,1.51,58,5.16,1.83,57,5.83,1.58,41,6.03,1.59,30,4.88,2.1,43,5.06,2.32,16,197
swimming,8.29,1.2,14,NA,NA,NA,7.2,1.77,20,7.29,1.7,7,5.13,2.62,23,6.73,1.35,11,1019
swimsuit,5.88,1.93,16,4.81,2.17,26,6.05,2.27,21,6.15,2.67,13,5.8,2.55,20,6.08,2.61,12,101
sword,4.57,1.74,82,5,2.02,73,5.27,1.58,22,5.17,1.27,12,5.95,2.07,19,6.1,2.28,10,1335
sympathy,6.86,1.7,14,NA,NA,NA,6.57,2.11,21,6.67,1.78,12,3.08,2.3,24,3.6,2.72,10,426
symphony,5.99,1.84,77,5.04,2.17,69,7.15,2.18,20,7.12,2.23,8,4.19,2.56,21,3.2,2.35,10,181
sync,5.79,1.37,14,4.28,2.09,25,6.21,1.36,19,5.71,1.11,7,3.95,1.94,21,4.14,2.41,7,168
synthetic,4,1.07,15,4.26,1.38,27,4.76,1.7,21,4.75,1.82,12,3.61,1.92,23,4,2,16,128
tacky,3.81,1.44,26,4.18,1.76,28,3.68,1.73,19,4,2.4,9,4.05,2.44,20,4.57,2.99,7,134
tall,6.22,1.63,27,5.3,2.58,33,6.71,1.93,21,7,2.26,12,3.85,2.08,20,4.56,2.13,9,1649
tally,5,1.92,14,NA,NA,NA,4.74,1.19,19,5,0.93,8,3.44,1.98,18,3.57,1.81,7,178
tame,5.57,2.14,14,NA,NA,NA,6.14,1.7,22,6.9,1.52,10,3.65,2.29,23,4.1,2.69,10,139
tang,5.56,1.5,27,4.74,1.58,35,4.62,1.88,21,4.25,2.22,4,4.05,2.25,21,4.6,2.67,10,114
target,4.73,1.76,37,5.34,1.8,47,5.24,2.45,21,6.08,2.57,12,5.35,2.74,20,5.78,2.86,9,1936
task,NA,NA,NA,4.64,1.94,22,6.05,1.54,20,5.9,1.1,10,3.83,2.5,18,4.2,2.53,10,649
tattoo,NA,NA,NA,6.1,2.49,20,4.45,2.01,20,4.36,1.98,14,5,2.35,22,5,2.37,12,610
tavern,4.97,1.7,29,4.31,1.76,39,5.55,2.28,20,5.7,2.5,10,4.22,2.62,18,3.4,2.32,10,158
tax,2.62,1.45,16,4.23,1.77,26,3,1.93,22,3.4,2.32,10,4.52,2.73,21,3.09,2.07,11,742
taxi,5.49,1.76,37,4.58,1.93,48,4.79,2.08,42,4.7,2.3,23,3.79,2.07,19,4,2.31,10,1318
tea,7.34,1.6,59,4.95,2.89,58,6.56,2.41,18,5.55,2.54,11,2.05,1.43,20,1.56,1.01,9,2990
teamwork,6.18,2.22,57,5.8,2.09,56,6.26,2.31,19,6.6,2.41,10,4.64,2.28,22,4.89,2.15,9,102
tech,5.58,1.92,36,4.6,1.96,45,5.77,1.93,22,5.2,2.2,10,4.1,2.43,21,3.82,2.27,11,326
technical,4.81,1.72,84,4.31,1.86,78,5,2.05,22,5.08,1.98,12,5.28,2.02,18,5.4,2.37,10,420
technology,6.15,1.79,27,5.21,2.27,33,5.53,2.09,19,6.25,1.98,8,4.62,2.58,21,3.89,2.67,9,762
tee,NA,NA,NA,4.43,1.87,14,5.4,1.47,20,5.27,1.42,11,3.68,2.63,22,4.33,2.87,9,110
teenage,5.93,2.09,83,5.73,2.11,77,5.8,1.91,20,5.79,1.81,14,5.26,1.96,23,5.44,2.55,9,350
television,NA,NA,NA,6.18,1.89,22,7.18,1.84,22,7.42,1.98,12,4.1,3.01,20,3.67,2.83,9,1729
temperature,5.03,1.26,37,4.88,1.99,48,5.58,1.61,19,5,0,7,4.86,2.12,22,5.3,2.63,10,702
temple,5.93,1.88,27,3.94,2.38,33,5.3,1.49,20,5,1.41,14,3.36,2.08,22,3.67,1.67,12,895
temporary,3.94,1.62,36,4.35,1.85,48,4.33,1.56,21,3.92,1.73,12,3.35,1.9,23,3.81,2.01,16,665
tempt,4.38,2.03,16,4.45,1.9,22,5,1.64,21,5.75,2.22,4,5.29,1.65,21,5.4,1.9,10,129
temptation,5.16,1.98,82,5.83,2.23,75,4.5,2.14,20,4.33,2.24,9,5.38,2.39,24,5,2.73,12,216
tenant,5.29,1.33,14,NA,NA,NA,4.57,1.78,21,4.73,2.33,11,2.59,1.74,22,2.2,1.64,5,155
tender,5.81,2.07,16,4.15,2.03,26,6.47,1.75,43,5.91,1.87,22,3.22,2.21,18,2.3,1.49,10,453
tent,5.5,1.63,16,4.4,1.89,25,6.23,1.6,22,6.1,1.66,10,3.38,2.33,21,3,2.28,11,892
terminal,4.44,2.21,81,4.55,2.09,74,4.27,2.03,22,4.45,1.86,11,3.68,2.32,22,4,2.05,11,390
terminate,2.93,2.05,15,6.24,2.19,17,3.05,2.04,19,3.2,1.48,10,4.95,2.26,22,5.67,2.06,9,140
terrorism,NA,NA,NA,5.11,2.08,19,1.6,1.23,20,2,1.55,11,7.42,2.43,19,7.9,1.6,10,209
testament,4.68,1.82,56,4.2,1.66,55,5,2.32,20,5.1,2.13,10,3.94,2.75,18,4.1,2.96,10,120
testimony,4.6,1.5,35,4.7,1.97,43,5.05,1.96,20,5.3,2,10,4.22,2.15,23,4.9,2.33,10,752
textbook,NA,NA,NA,4.27,1.93,22,5,1.49,20,4.9,1.45,10,2.94,2.01,18,3.29,2.36,7,112
thank,7.6,1.72,15,5.65,2.83,17,7.77,1.41,22,7.57,1.6,14,3.33,2.31,21,3,1.94,9,56877
theatrical,5.73,2.23,37,4.96,2.1,47,5.3,1.66,20,5.21,1.58,14,5.36,2.42,22,6.12,2.17,8,128
theft,NA,NA,NA,5.25,2.34,20,2.6,1.47,20,2.56,1.42,9,5.17,2.98,23,4.58,3.06,12,344
theory,5.87,2.1,15,4.18,1.59,17,5.65,1.3,23,6.55,0.82,11,4.41,2.32,44,5.28,2.03,25,1459
thermal,4.71,0.61,14,4.35,1.77,17,5.36,1.29,22,5.2,1.4,10,3.48,2.16,21,3.18,2.32,11,112
thesis,4.32,2.07,37,4.83,2.12,48,4.7,1.66,20,4.91,1.3,11,4.1,2.49,20,4.64,2.42,11,174
thick,4.78,1.55,27,4.75,2.16,32,4.63,1.57,19,5.33,1.97,6,3.13,1.98,23,3.55,2.25,11,713
thigh,5.06,1.98,34,4.56,1.86,43,5.22,1.68,23,4.83,1.7,12,5.32,2.54,19,5.55,2.84,11,191
thin,5.97,1.72,37,5.53,2.05,49,5.47,1.58,19,5.67,2,9,4.5,2.98,20,5.86,2.97,7,1029
thirst,3.81,1.83,16,4.62,2.02,26,4.14,1.88,21,3.42,1.73,12,4.12,2.72,24,4.9,2.51,10,190
thirsty,3.7,1.96,37,5.16,1.97,49,4.48,1.91,21,4.08,2.23,12,4.08,2.67,24,4.2,2.25,10,627
thong,4.94,1.86,71,5.18,2.02,66,5.48,2.56,21,6.06,2.21,16,4.68,2.69,25,4.29,2.92,14,107
thorough,5.25,1.57,16,3.93,2.3,27,6.15,1.87,20,5.88,1.73,8,3.3,2.14,23,3.4,2.41,10,240
thought,5.58,1.71,60,4.62,2.18,58,6.76,1.65,42,6.85,1.63,20,4.16,2.29,45,4.07,2.04,27,41232
thoughtful,6.43,1.22,14,NA,NA,NA,7.26,1.45,39,7.26,1.69,19,2.55,1.86,44,2.71,1.77,14,398
thousand,5.91,1.88,86,5.76,2.01,79,6.44,2.06,18,5.91,2.07,11,3.5,2.63,20,3.78,3.19,9,3534
thread,4.49,1.88,37,4.73,1.81,48,5.5,0.95,20,5.67,1.22,9,3.87,2.53,23,4.73,2.49,11,263
threat,2.38,1.67,16,5.2,1.96,25,2.63,1.67,19,2.9,2.02,10,6.57,2.44,21,7,2.38,7,1059
threesome,4.57,2.4,81,5.2,2.32,74,5.89,2.64,19,6.78,1.99,9,5.7,2.58,20,6.57,2.94,7,108
threshold,4.62,1.82,72,4.86,1.93,66,5.53,1.5,19,5.82,1.08,11,3.09,2.09,22,3.73,2.33,11,141
thrill,6.17,2.35,175,6.99,2.03,197,7.37,1.5,19,7.78,1.48,9,7.19,2.03,918,7.08,2.09,418,429
throne,5.61,2.09,36,5.11,1.97,46,5.45,1.71,22,5.33,1.67,12,5.22,2.32,18,4.67,2.35,9,441
throttle,NA,NA,NA,4.55,2.09,20,5.55,1.82,20,5.71,1.64,14,5.36,1.94,22,4.88,2.7,8,119
thrust,4.93,1.49,27,5.67,2.1,33,5.75,2.17,20,5.22,2.22,9,5.29,2.4,24,6.08,2.15,12,197
thug,NA,NA,NA,5.88,1.32,17,2.52,1.44,21,3.57,1.62,7,5.48,2.27,23,6.18,1.89,11,178
thunder,4.75,2.38,16,6.3,1.88,27,5.74,2,19,5.8,1.62,10,5.75,2.43,20,6.29,2.81,7,679
tick,3.74,1.35,27,4.27,1.74,33,3.05,2.36,21,4.33,2.83,9,3.82,2.56,22,3.2,2.49,5,370
tie,NA,NA,NA,4.86,2.26,21,5.33,1.64,18,5.27,1.74,11,3.1,2.23,21,2.67,2.4,9,2266
tiger,5.88,1.93,16,5.5,1.86,26,6,2.29,22,6.64,2.16,11,5.55,2.61,22,5.27,2.37,11,945
tights,4.62,1.82,16,4.73,1.37,26,5.95,2.11,21,6,2.24,11,3.45,2.52,22,3.2,3.19,5,135
tilt,4.79,1.12,14,3.8,1.89,25,4.78,1.48,23,4.83,1.53,12,4.59,2.52,22,3.64,2.06,11,113
tire,4.74,1.13,27,4.48,2.06,31,4.55,1.28,20,4.21,1.25,14,3.09,1.97,22,2.75,2.12,8,631
tit,5.23,1.42,13,5.41,2.24,17,5.76,2.59,21,5.78,2.59,9,6.14,2.49,22,6.8,2.77,5,171
toaster,6.19,1.78,37,4.28,1.78,47,5.8,1.15,20,6.27,1.35,11,3.85,2.41,20,3.64,2.29,11,198
tobacco,NA,NA,NA,4.45,2.13,22,3.37,2.31,19,3.44,2.65,9,5,2.79,20,6.14,2.91,7,356
toe,5.43,2.34,14,NA,NA,NA,5.24,1.26,21,5,1.12,9,3.1,1.87,21,3.6,2.07,5,647
toll,3.96,1.37,26,4.61,1.84,31,3.53,1.71,19,4.14,1.57,7,3.95,2.44,22,4,1.89,10,171
tomato,6,1.11,14,NA,NA,NA,5.8,2.07,20,5,2,10,2.68,2.1,22,2.4,2.61,5,301
tomb,2.86,1.75,14,4.12,2.55,17,3.58,2.04,24,3.6,1.95,5,4.06,2.41,18,4.8,2.1,10,287
ton,5.14,1.41,14,4.35,1.93,17,5,1.24,18,4.43,1.13,7,3.55,2.28,20,3.56,2.55,9,382
tooth,NA,NA,NA,4.14,1.7,22,5.06,1.51,18,4.45,1.29,11,3.52,2.09,21,3.78,2.17,9,692
topless,5.15,1.43,27,5.11,2.28,28,5.36,2.4,22,6.12,1.73,8,6.61,2.27,23,7.67,1.41,9,100
torch,5.07,1.79,15,6,2.35,17,4.5,1.54,18,3.67,1.73,9,5.12,2.59,24,5.08,2.84,12,254
touchy,5,1.99,56,5.45,1.99,55,4.29,1.79,21,4.19,1.87,16,3.88,2.62,25,3.64,2.92,14,160
tour,6.57,2.14,14,NA,NA,NA,6,2.45,22,5.08,2.68,12,4.8,2.78,20,4.11,2.2,9,1571
tournament,5.81,1.23,26,5.07,1.84,30,6.24,1.61,21,6.58,1.24,12,4.08,3.13,24,4.7,3.37,10,464
tower,5.33,1.66,36,4.6,2.15,48,5.24,1.53,42,5.33,1.28,21,3.86,2.42,42,4.74,2.62,19,1165
town,6,0.96,14,NA,NA,NA,5.59,1.5,22,5.21,1.67,14,3.81,2.06,21,4.33,2.24,9,12644
toxic,2.47,2.07,15,6.06,2.16,17,2.35,1.27,20,2.1,1.1,10,5.29,2.74,21,5.86,2.48,7,250
toy,7.19,1.27,37,5.69,2.18,49,7.29,1.47,42,7.34,1.42,29,4.29,2.94,21,3.86,2.91,7,859
trace,5.71,1.82,14,NA,NA,NA,4.74,1.63,19,4.67,2.25,6,2.84,2.14,19,2.43,1.99,7,989
traditional,5.31,1.58,16,4.27,1.99,26,5.95,1.53,21,6.12,2.03,8,3.76,2.22,25,4.93,2.09,14,415
traffic,3.08,1.68,36,5.06,2.1,48,2.18,1.05,22,1.92,1.16,12,5.25,3.13,20,5.11,3.22,9,1454
trailer,4.88,0.86,26,3.91,1.51,32,4.44,1.69,18,3.86,2.04,7,2.85,1.63,20,3.11,2.09,9,579
traitor,2.07,1.87,15,5.24,2.15,25,2.39,1.45,41,2.55,1.47,20,4.27,2.26,49,4.79,1.93,24,540
transaction,5.43,1.74,14,NA,NA,NA,5.26,2.02,19,5.3,1.57,10,3.73,1.8,22,4.11,1.83,9,150
transform,6,1.51,16,5.04,2.01,26,6.05,1.39,19,5.5,1.31,8,4.86,2.55,22,4.11,2.76,9,112
transformation,6.27,2.02,15,5.71,1.83,17,6.14,1.65,21,6.38,1.5,16,5.56,2.38,25,5.5,2.71,14,101
transit,4.76,1.8,59,4.96,1.78,57,4.52,1.47,21,4,0.82,4,4.05,1.9,20,3.89,2.09,9,162
transition,5.52,1.55,27,4.39,1.73,33,5.43,1.6,21,5.78,2.17,9,3.65,2.25,20,3.11,1.76,9,159
transmission,NA,NA,NA,4.5,1.9,22,4.62,2.13,21,4.67,2.23,12,3.38,2.79,24,4.3,2.63,10,435
transmit,4.58,1.54,36,4.43,1.99,47,4.24,1.67,21,4,1.95,12,4.39,2.04,23,4.56,2.06,16,146
transmitter,4.93,1.3,27,3.97,1.71,32,4.95,1.23,20,5.1,1.45,10,3.5,2.38,18,5,2.31,7,205
trap,3,1.46,15,6.12,2.57,17,3.24,1.37,21,3.27,1.62,11,4.36,2.68,22,2.8,2.49,5,1216
trash,2.27,1.03,15,3.85,1.83,26,2.74,1.41,19,2.9,1.37,10,3.66,2.63,44,3.45,2.42,20,1146
tread,4.62,1.39,13,4.35,2.03,17,4.72,0.96,18,4.67,0.87,9,3.76,2.17,21,4.22,2.05,9,116
treasury,NA,NA,NA,5.45,2.37,20,5.8,1.58,20,6.43,1.51,7,4.29,2.57,21,5.71,2.5,7,194
tremble,3.71,1.44,14,NA,NA,NA,3.18,1.26,22,3.12,0.99,8,5.32,2.68,22,5.22,2.86,9,114
tremendous,5.5,2.22,16,5.58,1.72,24,7,1.61,21,7.08,1.38,12,3.54,2.69,24,4,3.06,10,431
trend,5.43,1.16,14,5,1.46,17,5.33,1.49,21,5.33,1.83,12,4.45,2.06,22,4.8,2.21,15,106
tribe,5.27,1.4,26,4.27,1.74,30,5.63,1.42,19,5.56,1.59,9,4.29,2.24,24,4.5,2.28,12,325
trick,4.47,2,15,5.81,2.23,16,4.89,1.45,18,4.91,1.58,11,5.57,2.73,21,6.44,2.4,9,2411
tricky,NA,NA,NA,5.05,2.19,20,4.78,1.54,23,4.5,1.31,8,4.86,2.57,21,4.71,2.93,7,406
trigger,4.32,1.76,81,5.51,1.65,76,4.85,1.9,20,4.91,2.3,11,5.85,2.35,20,6,2.14,11,861
triple,5.44,1.71,57,5.18,1.97,56,5.86,1.59,21,6.23,1.79,13,5.6,2.39,20,6.5,2.24,12,479
triumph,6.48,2.22,25,4.97,2.08,30,7.34,1.76,41,7.18,1.55,17,5.6,2.63,43,6.17,2.18,18,237
troll,3.85,1.72,13,5.12,1.83,17,4.45,2.09,20,3.78,2.22,9,4.54,2.96,24,4.58,2.94,12,138
troop,4.56,1.46,16,4.96,1.7,25,5.58,1.57,19,5.57,1.51,7,4.5,2.14,20,3.71,2.29,7,296
trooper,NA,NA,NA,4.79,2.25,19,5.5,2.31,20,5.29,2.46,14,4.95,2.1,22,4.62,2.33,8,226
trophy,7.27,1.94,15,6.35,2.37,17,6.55,1.82,20,7,1.33,10,4.35,2.66,23,3.9,2.77,10,385
trouble,NA,NA,NA,4.91,2,22,2.87,1.49,38,3,1.26,21,5.59,2.51,44,6.3,2.45,20,11401
trousers,5.19,1.22,16,4.04,1.77,23,5.15,1.14,20,5.4,0.84,10,2.89,1.68,18,2.9,1.85,10,263
trout,4.96,1.49,24,4.25,1.78,24,5.62,1.88,21,4.83,1.72,6,3.85,2.39,20,4.3,2.45,10,205
truthful,6.97,1.83,58,5.58,2.43,57,7.48,1.29,21,7.5,1.31,12,3.71,2.94,24,4,2.98,10,109
try,6.53,1.92,15,5.35,2.23,17,5.64,1.76,22,5.36,2.06,14,4,2.37,21,3.67,2.24,9,24314
tube,4.64,1.27,85,4.29,1.64,78,5.53,1.5,19,5.27,0.9,11,3.14,2.53,22,2.82,2.71,11,838
tumor,2.13,1.73,82,3.95,2.02,75,2.05,1.54,40,2.18,1.81,17,5.33,2.83,21,5.43,2.15,7,263
tuna,5.83,2.12,36,4.92,2.1,49,5.26,1.63,19,5.29,1.7,7,4.14,2.17,21,5.43,2.64,7,408
tune,6.52,1.91,58,5.32,2.32,56,7,1.7,19,6.67,2.5,6,3.73,2.29,44,4.18,2.48,22,796
tunnel,4.33,1.49,58,4.54,1.66,56,4.48,1.6,21,3.8,1.55,10,4.09,2.13,23,4.27,2.24,11,912
turf,5.36,1.58,47,5.02,1.76,45,4.62,2.09,21,4.62,2.43,13,3.95,2.24,20,4.08,2.02,12,218
turkey,6.45,1.79,60,5.98,2.2,57,5.9,1.62,20,5.55,1.63,11,3.45,2.11,22,3.11,1.69,9,1153
turtle,5.71,2.05,14,NA,NA,NA,6.16,1.98,19,6.14,1.21,7,2.52,1.63,21,3.1,1.91,10,869
tuxedo,NA,NA,NA,5.71,2.09,14,6.24,1.41,21,6.75,1.71,4,4.33,2.15,21,5.2,2.57,10,158
twilight,NA,NA,NA,5.42,2.43,19,6.24,2.3,41,5.82,2.56,22,4.2,2.33,20,5.44,2.07,9,156
twinkle,NA,NA,NA,5.86,2.19,22,6.26,1.79,19,6.38,1.41,8,3.72,2.35,18,4.43,2.15,7,157
type,5.11,1.25,27,4.24,1.7,33,6.06,1.63,18,5.73,1.49,11,2.86,2.2,21,2.44,2.65,9,3093
typical,4.88,1.54,16,4,1.84,27,4.58,1.54,19,4.22,2.11,9,3.37,2.01,19,3.86,2.67,7,642
ugly,2.2,1.01,15,5.12,1.73,17,2.47,1.93,19,2.3,1.25,10,4.43,2.18,21,4.11,1.96,9,2150
ultimate,6.12,1.96,16,6.07,2.09,27,5.74,2.05,19,6.44,2.46,9,5.1,2.45,20,6.71,1.89,7,460
umbrella,5.19,1.49,27,3.76,2.12,33,5.84,1.64,19,5.57,1.9,7,3.5,2.01,20,3.56,1.59,9,382
unable,3.11,1.61,37,4.68,1.78,47,2.96,1.3,23,3,1,11,3.61,2.48,18,4.14,2.27,7,523
unavailable,3.19,1.78,27,4.88,2.33,33,3.52,1.89,21,3.17,1.33,6,3.85,2.35,20,4.2,2.86,10,105
unbelievable,5.86,1.61,14,NA,NA,NA,5.57,2.09,21,5.58,2.11,12,5.4,2.48,20,5.44,2.7,9,1500
unborn,4.22,1.91,86,4.41,2.03,79,4.86,2.17,22,5.33,1.83,12,5.28,2.02,18,5.56,1.94,9,116
uncle,6,2.17,15,4.24,2.36,17,6.5,1.57,22,6.07,1.64,14,4.05,2.33,21,3.22,2.59,9,6327
underestimate,3.33,1.77,36,4.49,1.61,47,4.35,1.23,20,4.29,1.11,7,4.48,2.6,21,5.86,2.79,7,258
underpants,5.38,1.59,16,5.04,2.03,26,5.18,2.11,22,5.25,2.12,8,5.08,2.06,26,6,2,13,150
understand,7.14,1.51,14,NA,NA,NA,6.68,1.84,22,6.43,2.03,14,3.52,2.16,21,3.33,2.69,9,24605
understandable,6.24,2.07,37,4.35,2,49,6.5,1.37,22,6.5,1.51,8,3.48,2.37,25,3.67,2.74,12,201
underwear,5.05,1.93,37,5.08,2.11,49,5.35,1.73,20,4.67,1.87,9,4.46,2.26,24,4.33,2.23,12,1105
undress,5.22,2.17,85,5.5,2.13,78,6.14,1.74,21,6.88,1.73,8,5.96,2.77,23,6.44,2.83,9,124
undressed,4.99,2.24,84,5.57,2.11,76,6,2.39,22,5.88,1.96,8,5.35,2.67,26,5.85,2.73,13,123
uneasy,2.83,1.67,59,4.62,1.99,58,2.86,1.04,22,2.5,0.97,10,4.48,2.77,21,3.45,2.66,11,106
unexpected,4.78,1.8,60,5.43,2.2,58,4.68,1.57,19,4.38,1.92,8,5.1,2.65,20,5.22,2.22,9,448
unfair,2.23,1.42,35,5.25,2.01,48,3.15,1.31,20,3.08,1.51,12,3.75,2.8,24,4.7,3.23,10,502
unfinished,3.14,1.67,59,4.41,1.98,58,4.24,1.55,21,4.09,1.51,11,3.36,2.08,22,2.6,2.19,5,179
unfortunate,2.35,1.34,37,4.63,1.93,49,3.33,1.49,24,3.53,1.7,17,3.52,2.35,25,3.5,2.79,14,604
ungrateful,2.6,1.76,58,3.57,1.75,56,2.68,1.45,19,2,1.12,9,4.71,2.24,21,4.67,1.32,9,235
unicorn,5.74,2.05,27,4.55,2.16,31,6.86,1.77,21,7,1.76,12,5.14,2.49,22,5.27,2.55,15,126
unidentified,5.71,1.9,14,NA,NA,NA,4.52,1.81,21,4.67,1.37,6,4.89,2.47,19,4.9,2.51,10,187
union,5.58,1.86,26,4.55,1.91,33,5.85,1.27,20,5.4,1.26,10,4.05,2.82,20,4,2.67,8,1111
university,6.33,1.59,15,5.07,2.25,27,6.95,1.15,20,7.11,1.17,9,4.24,2.36,21,5,2.31,13,1203
